epoch,loss
1,0.6022573298976169
2,0.4596043688269039
3,0.4286961136406071
4,0.4177607322419058
5,0.4209348801093668
6,0.39924778160345153
7,0.38680149193789887
8,0.3813328933445952
9,0.37318257275850397
10,0.37658140135942775
11,0.36642799001960685
12,0.4214214512808301
13,0.3928815231382406
14,0.366946873116815
15,0.3642380129956244
16,0.3605602843103899
17,0.3630960784531387
18,0.36040474251918186
19,0.35662059946505464
20,0.350943156355456
